CODE,NAME
0304A0018,S.O.S SCHOOL KAKASONANKA N0.1
0304A0019,GARRISON PRIMARY SCH MICHEL CAMP N0.1
0304A0020,MICHEL CAMP JHS
0304A0021,AIRPORT INT.SCH BETHLEHEM
0304A0022,STAR OF BETHLEHEM
0304A0023,CHURCH OF PENTECOST COMM 25
0304A0024,"ASSEMBLIES OF GOD CHURCH , FREETOWN"
0304A0025,TMA PRIMARY SCH. N0.1 NEW SEBREKPOR
0304A0026,"ASSEMBLIES OF GOD CHURCH, ATAA SAKI"
0304A0027,CALYPSO INN KPONE BARRIER
0304A0028,NOBLE KIDS ACADEMY MLITSAKPO
0304A0029,"31ST DEC, DAY CARE CENTRE, GBETSELI"
0304A0030,BUZZY KIDS NURSERY
0304A0031,"METHODIST CH, KPONE"
0304A0032,TMA PRESBY JHS KPONE
0304A0033,TMA PRIMARY SCHOOL KPOI-ETE
0304A0034,"METHODIST PRIMARY, SCH, KPONE"
0304A0035,CHRIST APOSTOLIC CHURCH INT (CAC) N0.2
0304A0036,"PARVATI SCH COMPLEX, HAANAA"
0304B0001,AFRICAN ADVANCE TECH/ PRIM.SCH NO1
0304B0002,BLESSED CLEMENTINA ROMAN CATH PRIM SCH
0304B0003,NURUMUSTAFIA PRIM/JHS
0304B0004,MARTS ACADEMY NO1
0304B0005,E P PRIM SCH NO1
0304B0006,ROCKY SOCIAL CENTRE
0304B0007,JEHOVAH WITNESS KINGDOM HALL NO1
0304B0008,PRESBYERIAN JHS
0304B0009,MAIN STATION MOSQUE
0304B0010,ANCOM GUEST HOUSE NO1
0304B0011,WETA UNION NO1
0304B0012,ASHAIMAN NO1 PRIM SCH NO1
0304B0013,ASHAIMAN NO1 JHS NO1
0304B0014,ST JONAS SCHOOL COMPLEX
0304B0015,TSODELEME SOCIETY
0304B0016,CHRISTIAN LIFE ANNOINTED CHURCH
0304B0017,FUTURE SCHOLARS INTERNATIONAL SCHOOL
0304B0018,NOKATEX SCHOOL COMPLEX
0304B0019,ASHAIMAN SHS
0304B0020,KLIKOR ASSOCIATION CENTRE
0304B0021,ST PETER METH PRIM SCH NO1
0304B0022,FUTURE LEADERS ACADEMY
0304B0023,ST MARY INTERNATIONAL SCHOOL NO1
0304B0024,MANMOMO ZONAL COUNCIL
0304B0025,GREAT COUNSELOR PREPARATORY SCHOOL
0304B0026,LEADS PREPARATORY SCHOOL NO1
0304B0027,ROMAN CATH PRIM SCHOOL NO1
0304B0028,SOLDARITY JHS NO1
0304B0029,VETISCO INTERNATIONAL SCHOOL
0304B0030,OLD KWAKWADUAM NO 1
0304B0031,STREAMS OF LIFE SCHOOL
0304B0032,AMPRESS (ANDRE) MEMORIAL SCHOOL ZONE1
0304B0033,BETHEL SCH COMPLEX
0304B0034,AGYIRI NYARKO SCHOOL COMPLEX NO1
0304B0035,FAITH NURSERY SCHOOL ZONE 2
0304B0036,ROCK FOUNDATION PREP.SCHOOL
0304B0037,ST LUKE CATHOLIC CHURCH
0304B0038,HOLY CHILD SCHOOL COMPLEX
0304B0039,LEADS PREPARATORY SCHOOL
0304B0040,MARTIN LUTHER KING PREP SCH NO1
0304B0041,MANDELA HIGH SCHOOL
0304B0042,AGAPE SCHOOL COMPLEX
0304B0043,NII AMUI PRIMARY SCHOOL NO 1
0304B0044,CHARLES WESLEY METHODIST CHURCH
0304B0045,ST GINA INTERNATIONAL SCHOOL
0304B0046,STAR LIGHT JHS
0304B0047,CHRIST ACTION NO 2 PRIM SCH
0304B0048,EBENEZER PARISH SCHOOL COMPLEX
0304B0049,INTERNATIONAL CENTRAL GOSPEL CHURCH  (I.C.G.C.)
0304C0001,"ADMA BASIC SCHOOL, ADJIRINGANOR"
0304C0002,KAY BILLIE KLAER SCHOOL
0304C0003,"PRESBY CHURCH, TESA"
0304C0004,METHODIST VOCATIONAL CENTRE
0304C0005,"ISLAMIC UNIVERSITY, OTANOR"
0304C0006,"PRESBY SCHOOL, OTANOR"
0304C0007,"LEARNING SKILLS CENTRE, BUILDAF ESTATES"
0304C0008,NII SOWAH DIN BASIC SCHOOL NMAI DZORN
0304C0009,UNIVERSITY FARM CANTEEN
0304C0010,"PRESBY CHURCH (JORDAN CONGREGATION), NMAI DZORN"
0304C0011,PRESBY CHURCH ASHARLEY BOTWE OLD TOWN 1
0304C0012,PRESBY CHURCH ASHARLEY BOTWE OLD TOWN 2
0304C0013,"CHURCH OF CHRIST, SRAHA"
0304C0014,EVANGELICAL PRESBY CHURCH
0304C0015,ST. CECILIA SCHOOL COMPLEX
0304C0016,PRESBY DAY NURSERY OGBOJO 1
0304C0017,OGBOJO NEW MARKET
0304C0018,"ROYAL RISING STAR SCHOOL, JEN AYOR"
0304C0019,SPRING OF LIFE INT SCHOOL
0304C0020,LITTLE ROSES SCHOOL
0304C0021,HARAMAIN CENTRAL MOSQUE NANA KROM
0304C0022,ADMA OFFICE 1
0304C0023,ADMA OFFICE 2
0304C0024,ADENTAN COMMUNITY SCHOOL COMPLEX 2
0304C0025,PRESBY CHURCH OLD FRAFRAHA
0304C0026,MOTHER LOVE HOSPITAL
0304C0027,ADENTAN BARRIER POLICE STATION
0304C0028,ROMAN CATHOLIC PRIMARY SCHOOL
0304C0029,TOT-TO-TEEN SCHOOL
0304C0030,"CHURCH OF PENTECOST, AVIATION"
0304C0031,GIROMOND MONTESSORI SCHOOL
0304C0032,SUNBEAM J H S HOUSING DOWN
0304C0033,"CHURCH OF PENTECOST, LION OF JUDAH ASSEMBLY"
0304C0034,EDBEK ACADEMY HOUSING DOWN
0304C0035,"ICODEHS ISLAMIC SCHOOL, NEW ADENTAN 1"
0304C0036,MERCY ISLAMIC SCHOOL
0304C0037,LAKESIDE POLICE STATION
0304C0038,"BIBLE WAY MINISTRIES, HOUSING DOWN"
0304C0039,VINEYARD CHAPEL
0304C0040,NEW LEGON INTERNATIONAL SCHOOL
0304C0041,LARRIES ACADEMY
0304C0042,LIVING STAR PRIM. SCH. AMPOMAH VILLAGE
0304C0043,ZONTA DAYCARE AMANFRO
0304C0044,INTER. NEEDS PRIM. SCHOOL AMRAHIA 1
0304C0045,MARLEYDJOR COMMUNITY CENTRE
0305A0001,PENTECOST CHURCH SOTA
0305A0002,DC PRIMARY SCHOOL ODUMSE
0305A0003,POST OFFICE DWAMOMO DODOWA
0305A0004,METHODIST PRIMARY SCHOOL COLEMAN DODOWA
0305A0005,PRESBY PRIMARY SCHOOL MANYAYITI DODOWA
0305A0006,PRESBY CHURCH DODOWA
0305A0007,PRESBY BOYS SCHOOL CHEBITENYA DODOWA
0305A0008,PUBLIC SHOP HIEWE-GBLAKAPIEM DODOWA
0305A0009,ICCES MATETSE DODOWA
0305A0010,FULL GOSPEL CH ODUMASE DODOWA
0305A0011,DC JHS AYIKUMA
0305A0012,PRESBY PRIMARY SCHOOL LENOM - AGOMEDA
0305A0013,D/C PRIM. SCH. LORLORVOR
0305A0014,DIVINE HEALING CHURCH MAGBEIEM
0305A0015,D/C PRIMARY SCH.ANSA-WEM
0305A0016,D/C JHS DEDENYA
0305A0017,D/CPRIM SCHOOL MAMPONG - SHAI
0305A0018,DIVINE HEALING CHURCH TEIJE - DORYUMU
0305A0019,L/A PRIM SCH LUOM
0305A0020,R/C SCHOOL OSUWEM
0305A0021,L/A PRIM SCH HUAPA
0305A0022,D/A PRIM SCH AGBEKOTSEKPO
0305A0023,R/C PRIM SCH DJORKPO
0305A0024,L/A PRIM SCH KLEBUSE
0305A0025,R/C PRIM SCH LUBUSE
0305A0026,PRESBY PRIM SCH KORTOKOR
0305A0027,L A PRIM SCH KEWUM
0305A0028,R/C PRIM SCH NORTH DORM
0305A0029,KIP CONFERENCE HALL ESTATE
0305A0030,R/C PRIM SCH KADZANYA
0305A0031,CHPS COMPOUND NATRIKU
0305B0001,APOLSTOLIC CHURCH OTCHEBLEKU
0305B0002,METH PRIM SCH MOBOLE
0305B0003,YOUTH LEADERSHIP TRAINING AFIENYA
0305B0004,D/C PRIM SCH SCH (1) AFIENYA
0305B0005,AFIENYA ZONGO
0305B0006,ASS OF GOD CHURCH NEW JERUSALEM
0305B0007,D/C PRIM MATAHEKO
0305B0008,METH SEN SEC/TECH NEW DAWHENYA
0305B0009,METH PRIM SCH 1 DAWHENYA
0305B0010,SENIOR HIGH SEC SCH MIOTSO
0305B0011,PRESBY CHURCH DAWHENYA
0305B0012,DANGME LOCAL COUNCIL PRAMPRAM
0305B0013,METH PRIM SCH 1 PRAMPRAM
0305B0014,ANGLICAN JHS PRAMPRAM
0305B0015,ANGLICAN PRIM SCH PRAMPRAM
0305B0016,TOWN PLANNING OFFICE 1 PRAMPRAM
0305B0017,TOWN PLANNING OFFICE 2 PRAMPRAM
0305B0018,PRESBY PRIM SCH 1 OLD NINGO
0305B0019,TRAD COUNCIL OFFICE OLD NINGO
0305B0020,PRESBY BASIC 1 KABIAWE OLD NINGO
0305B0021,DZIDAS CINEMA HALL 1 OLD NINGO
0305B0022,D/C PRIM SCH NYIGBENYA
0305B0023,D/C PRIM SCH KPATSERE MEDOR
0305B0024,D/C PRIM SCH 1 NEW NINGO
0305B0025,D/C PRIM SCH LAPLEKU
0305B0026,D/C PRIM SCH AHWIAM
0305B0027,D/C PRIM SCH MANGO TSONYA
0305B0028,L/A PRIM SCH AYETEPA
0305B0029,D/C JHS 1 LERKPOGUNOR
0305B0030,MAYEKOOM CHRISTIAN CHURCH LEWEN
0305B0031,PRESBY PRIM SCH DAWA
0305B0032,D/A PRIM SCH MINYA
0306A0001,PRESBY PRIMARY SCHOOL SEGE
0306A0002,COURT YARD SEGE
0306A0003,DC PRIMARY SCH LUTA
0306A0004,NAKOMKOPE DC PRIMARY SCHOOL
0306A0005,PRESBY PRIMARY BONIKOPE
0306A0006,ADJUMANKOPE PRIMARY SCHOOL
0306A0007,PRESBY PRIMARY SCHOOL TOFLOKPO
0306A0008,SALOM PRESBY PRIMARY
0306A0009,J H S MATSEKOPE
0306A0010,RC PRIMARY KORLUEDOR
0306A0011,DC PRIMARY MADAVUNU
0306A0012,J H S HWAKPO
0306A0013,DC PRIMARY AFIADENYIGBA
0306A0014,DC PRIMARY ENGLESI
0306A0015,APOSTOLIC CHURCH  ADITCHIREKOPE
0306A0016,DC PRIMARY CAESARKOPE
0306A0017,AGBENYEGAKOPE SCHOOL
0306A0018,MANGOASE D/C PRIMARY
0306A0019,DC PRIMARY WOKUMAGBE 1
0306A0020,DC PRIMARY AKPLABANYA
0306A0021,CHRISTIAN FAITH CHURCH ANYAMAM
0306A0022,DC PRIMARY GOI CENTRAL
0306A0023,CHURCH OF PENTECOST GOI EAST
0306A0024,DC PRIMARY LOLONYA 1
0306A0025,KPORTSITSEKOPE PRIMARY SCHOOL
0301B0001,NYAMEKYE PENTECOST CHURCH NO 2 DARKUMAN
0301B0002,CHURCH OF PENTECOST ENGLISH ASSEMBLY DARKUMAN
0301B0003,E P CHURCH ODORKOR OFFICIAL TOWN
0301B0004,GOD FIRST INTERNATIONAL SCHOOL DARKUMAN
0301B0005,BETHEL PENTECOST CHURCH DARKUMAN OFFICIAL TOWN
0301B0006,S D A CHURCH DARKUMAN
0301B0007,MATOAS PREP SCHOOL DARKUMAN
0301B0008,MERCY THRONE CHAPEL DARKUMAN
0301B0009,CHRIST EBENEZER PREP SCHOOL DARKUMAN
0301B0010,CHRISTIAN PREP SCH DARKUMAN
0301B0011,CHURCH OF PENTECOST MIZPAH ASSEMBLY DARKUMAN ZONGO
0301B0012,FATIMATU BINTU RASUL INT SCH DARKUMAN
,
0301B0013,METH PRIM SCH DARKUMAN
0301B0014,METH CHURCH DARKUMAN
0301B0015,NURIYA ARABIC and ENGLISH SCH DARKUMAN
0301B0016,PRESBYTERIAN CHURCH DARKUMAN
0301B0017,CHURCH OF PENTECOST DARKUMAN
0301B0018,OLD BRISCO CINEMA PALACE DARKUMAN
0301B0019,AFROPA HOUSE DARKUMAN
,
0301B0020,KWASHIEMAN 1 and 2 PRIM SCH KWASHIEMAN (1)
0301B0021,GREAT GARDEN HOTEL KWASHIEMAN
0301B0022,THE LORDS REVIVAL MIRACLE CHURCH KWASHIEMAN
0301B0023,EBENEZER TEMPLE UNITED PENTECOSTAL CHURCH KWASHIEM
0301B0024,GOD IS KING EARLY CHILHOOD DEV CENTRE
0301B0025,ANNSCO PREP SCH ODORKOR OFFICIAL TOWN
0301B0026,HONG KONG CINEMAN OFFICIAL TOWN
0301B0027,PENTECOST CHURCH KWASHIEMAN OFFICIAL TOWN
0301B0028,MACEDONIA METH CHURCH KWASHIEMAN
0301B0029,ODORKOR J H S KWASHIEMAN
0301B0030,KWASHIEMAN SQUARE KWASHEIMAN
,
0301B0031,CHRIST MISSION INTERNATIONAL SCHOOL KWASHIEMAN (1)
0301B0032,OLD FAITH EVANGELICAL CHURCH AWOSHIE
0301B0033,RESURRECTION POWER LIVING BREAD  AWOSHIE
0301B0034,CHRIST JESUS EDUCATION AWOSHIE (1)
0301B0035,MARSCO INTERNATINAL SCHOOL KWASHIEMAN
0301B0036,LIVING SPRING DAY NURSERY. KWASHIEBU
0301B0037,MACCARTHY HILL JHS. AWOSHIE 1
0301B0038,ASIEDU GYEDU MEMORIAL SCHOOL. AWOSHIE
0301B0039,FAITHWAY INTERNATIONAL SCHOOL AWOSHIE
0301B0040,APOSTOLIC CHURCH BETHEL ASSEMBLY AWOSHIE
0301B0041,THE LORDS PENTECOSTAL CHURCH. KWASHIE BU
,
0301B0042,PRESBY CHURCH ODORKOR (1)
0301B0043,APOSTOLIC CHURCH.ODORKOR 2
0301B0044,PENTECOST PRESS LIMITED. ODORKOR
0301B0045,CHURCH OF PENTECOST NORTH ODORKOR 1
0301B0046,ASOMDWEE MATERNITY HOME. ODORKOR
0301B0047,METHODIST CHURCH. ODORKOR
0301B0048,TIPPER STATION. ODORKOR
0301B0049,RADIANTWAY PREPARATORY SCHOOL NORTH ODORKOR
0301B0050,CHRIST HEALING TEMPLE  ODORKOR
0301B0051,FAITH EVANGELICAL CHURCH ODORKOR
0301B0052,ODORKOR 2 PRIMARY SCHOOL ODORKOR
0301B0053,ROCKY HOSPITAL ODORKOR
,
0301B0054,ASSEMBLIES OF GOD SOUTH ODORKOR
0301B0055,LIGHT OF GOSPEL MIRACLE CHAPEL TWEREBOA
0301B0056,SOUTH ODORKOR 4 and 5 SCHOOL ODORKOR
0301B0057,PENTECOST CHURCH TWEREBOA
0301B0058,CHURCH OF GOD PROPHECY ODORKOR
0301B0059,GLORY LAND HOTEL ODORKOR (1)
0301B0060,MUSAMA DISCO CHRISTO CHURCH ODORKOR MACLEAN
0301B0061,ACCRA INTERNATIONAL SCH SOUTH ODORKOR
0301B0062,SUNBEAN INTERNATIONAL SCH SOUTH ODORKOR
0301B0063,HINDU MONASTERY ODORKOR(1)
0301B0064,EBENEZER DAY CARE CENTRE ODORKOR (1)
0301B0065,ST ANTHONY PREP SCH SOUTH ODORKOR (1)
0301B0066,WESLEY GRAMMAR SEC SCH MAIN GATE NORTH AKWEI BU
0301B0067,UNITED PENTECOSTAL CHURCH ASOREDANHO
,
0301B0068,ROMAN CATH CHURCH BUSIA JUNCTION ODORKOR
0301B0069,TANTUA INTERNATIONAL SCHOOL SAKAMAN
0301B0070,PENTECOSTAL MISSION NURSERY SAKAMAN
0301B0071,BETHEL BAPTIST CHURCH SAKAMAN
0301B0072,CHURCH OF PENTECOST ODORKOR
0301B0073,NARODA INDUSTRIES SAKAMAN
0301B0074,LEVEL II HOTEL SAKAMAN
,
0301B0075,PRESBY CHURCH ABOSSEY OKAI
0301B0076,ABOSSEY OKAI POLICE BARRACKS ABOSSEY OKAI
0301B0077,CENTRAL MOSQUE ABOSSEY OKAI
0301B0078,NATECO TECHNICAL SCH. ABOSSEY OKAI
0301B0079,MERCY DAY CARE CENTRE ABOSSEY
0301B0080,LEADERS PREP SCHOOL ABOSSEY OKAI
0301B0081,METHODIST PRIM SCHOOL ABOSSEY OKAI (1)
0301B0082,CHRIST APOSTOLIC CHURCH ABOSSEY OKAI
0301B0083,BETHEL MODERN PREP SCHOOL ABOSSEY OKAI
0301B0084,JESUS OF NAZARETH (1) ABOSSEY OKAI
0301B0085,A O 2 and3 J H S (2) ABOSSEY OKAI
0301B0086,ST ANGLICAN CHURCH ABOSSEY OKAI
,
0301B0087,OLD FAITH BUILDING (HOSTEL) MATAHEKO
0301B0088,GREAT MODESCO MATAHEKO
0301B0089,CHRISTAIN DIVINE CHURCH MATAHEKO
0301B0090,KANESHIE WEST 4and5 JHS (1) MATAHEKO
0301B0091,ROMAN CATHOLIC JHS MATAHEKO
0301B0092,BENNET CAULLEY MEMORIAL SCH MATAHEKO
,
0301B0093,POLICE CHURCH POLICE BARRACKS ODORKOR
0301B0094,MATAHEKO 2 BOYS JHS (1) MATAHEKO
0301B0095,FORMER JOE TEX PARK MATAHEKO
0301B0096,NEW ABOSSEY OKAI PRIM 2 SCH (1) MATAHEKO
0301B0097,VERTILE DAY CARE CENTRE MATAHEKO
0301B0098,CHURCH OF PENTECOST 2 ASEMBLY MATAHEKO
0301B0099,MOST HOLY HEART PREP. SCHOOL MATAHEKO
0301B0100,GRACE PREP. SCHOOL and JHS. (1) MATAHEKO
0301B0101,GHANA REVENUE AUTHORITY OFFICE. ASOREDANHO
,
0301B0102,BETHLEHEM METHODIST CHURCH (1) RUSSIA
0301B0103,EP CHURCH RUSSIA 1
0301B0104,EP CHURCH RUSSIA (2)
0301B0105,DR. ROSE CLINIC NORTH RUSSIA
0301B0106,TORSAVI SACRED SHRINE I SHUKURA
0301B0107,PARADISE HEALING CH 1 SHUKURA
0301B0108,MUSAMA DISCO CHRISTO CH. SHUKURA
0301B0109,POLICE QUARTERS 1 RUSSIA
0301B0110,LIBERIO MOSQUE SHUKURA
,
0301B0111,NIM CINEMA HALL. 1 SHUKURA
0301B0112,POWER EFFORT VIDEO CENT. 2 SHUKURA
0301B0113,ANSARUDEEN ISLAMIC SCH. SHUKURA
0301B0114,RIYARD PREP. SCH. 1 MAMBROUK
0301B0115,MANGO DOWN CHOPS. ZAMARAMA LINE
0301B0116,TED PREP.SCH. BANANA INN
0301B0117,BANANA INN GPRTU OFF. 1 BANANA INN
0301B0118,BETHEL PRESBY CHURCH SOKO
0301B0119,A M E ZION CHURCH (1) ZAMARAMA LINE
0301B0120,AMDALLAH CENTRAL MOSQUE FADIKAFUTA SHUKURA (1)
0301B0121,CH OF PENTECOST SALEM ASSEMBLY (1) ZAMARAMA LINE
0301B0122,I B E HOUSE I B E
0301B0123,DA-RUSSALAM MOSQUE ZAMARAMA LINE
,
0301B0124,MAMPROBI SEMPE 12and13 JHS NO I LARTEBIOKORSHIE
0301B0125,1 JHS LARTEBIOKORSHIE (1) LARTEBIOKORSHIE
0301B0126,LARTEBIOKORSHIE 3and4 JHS. LARTEBIOKORSHIE (1)
0301B0127,ASSEMBLIES OF GOD CHURCH APPIAH-DANQUAH
0301B0128,"APOSTOLIC CHURCH, TOWN COUNCIL LINE"
0301B0129,SEVEN GREAT PRINCES SCH (1)TOWN COUNCIL LINE
0301B0130,CHURCH OF PENTECOST TOWN COUNCIL LINE
,
0301B0131,NEW HOPE JHS LARTEBIOKORSHIE
0301B0132,"MAJOSDA PREP. SCHOOL, LARTEBIOKORSHIE"
0301B0133,ZONGO MARKET (1) SABON ZONGO
0301B0134,BLOCK J KWAME NKRUMAH FLATS. LARTEBIOKORSHIE
0301B0135,OLD CANDLE FACTORY (1) SABON ZONGO
0301B0136,GASKIA CINEMA HALL. SABON ZONGO (1)
0301B0137,ABOSTI ANGO MOSQUE SABON ZONGO
0301B0138,"ZAANA MOSQUE, SABON ZONGO"
0301B0139,LARTEBIOKORSHIE 2and3 PRIMARY SCHOOL (1) SABON ZONGO
0301B0140,E P CHURCH LARTEBIOKORSHIE
,
0301B0141,ROMAN CATHOLIC BOYS JHS. KORLE GONNO
0301B0142,ST. MARY'S SENIOR HIGH SCHOOL KORLE-GONNO (1)
0301B0143,"KORLE GONNO DAY NURSERY, KORLE-GONNO"
0301B0144,CHRISTIAN LIFE MINISTRY KORLEY GONNO
0301B0145,"ST. MICHAEL'S ALL ANGELS ANGLICAN CHURCH, KORLE-GO"
0301B0146,"ANNUS STABLE, KORLE-GONNO"
0301B0147,"KORLE-GONNO 2 JHS (1), KORLE-GONNO"
0301B0148,"PRINCE PHOTOS STUDIO, KORLE-GONNO"
0301B0149,"EBENEZER 2and3 JHS, KORLE-GONNO (1)"
0301B0150,"GHANA MUSLIMS MISSION, KORLE-GONNO"
0301B0151,"KORLE GONNO 1 GIRLS JHS, KORLE-GONNO"
,
0301B0152,"KORLE-BU POLICE STATION, KORLE BU (1)"
0301B0153,BISHOP BOWERS PREP. SCHOOL KORLE-BU (1)
0301B0154,NURSING TRAINING CENTRE NO. 1 KORLE BU (1)
0301B0155,"MINISTRY OF HEALTH BASIC SCHOOLS, KORLE BU"
0301B0156,"NEW COVENANT VOCATIONAL INSTITUTE, KORLE BU"
,
0301B0157,BLUE GATE MAMPROBI
0301B0158,ST. FRANCIS ANGLICAN CHURCH MAMPROBI
0301B0159,SEMPE 4 JHS MAMPROBI (1)
0301B0160,PREMIER PREPARATORY SCHOOL MAMPROBI
0301B0161,MAMPROBI POLYCLINIC MAMPROBI
0301B0162,METHODIST PRIMARY JHS MAMPROBI (1)
0301B0163,POWER HOUSE OF GOD MINISTRY MAMPROBI
0301B0164,MAMPROBI 2 GIRLS JHS MAMPROBI (1)
0301B0165,MAMPROBI EBENEZER JHS MAMPROBI
0301B0166,A M E ZION CHURCH MAMPROBI
,
0301B0167,A C C DESTITUTE HOSTEL CHORKOR
0301B0168,BLESSED ASSURANCE PREPARATORY SCHOOL CHORKOR (1)
0301B0169,CHORKOR JHS. CHORKOR
0301B0170,AGRATA HERBAL CLINIC (MOTHER GLOVER) CHORKOR
0301B0171,GALILEE METHODIST CHURCH. CHORKOR
0301B0172,ST. MARTINS PREPARATORY SCHOOL CHORKOR
0301B0173,PRESBY PRIMARY JHS. LANTEMAN (1)
0301B0174,ST. MOSES PREPARATORY SCHOOL. CHEMUNAA (1)
0301B0175,SEVENTY DISCIPLES CHURCH. LANTEMAN (1)
0301B0176,ST. DOMINIC PREPARATORY SCHOOL. CHORKOR
0301B0177,TWELVE APOSTLE CHURCH OF GHANA. CHEMUNAA (1)
0301B0178,CHURCH OF PENTECOST. CHEMUNAA (1)
0301B0179,UNIVERSAL ACADEMY CHORKOR (1)
0301B0180,FIRST OF AGE EXPERIMENTAL SCH. CHORKOR (1)
0301B0181,FIRST OF AGE EXPERIMENTAL SCH. CHORJKOR (2)
,
0301B0182,PENTECOST CHURCH. I B E (1)
0301B0183,ASSEMBLIES OF GOD CHURCH. NEW MAMPROBI
0301B0184,NEW ERA PREPARATORY SCH. NEW MAMPROBI
0301B0185,RAIM PREPARATORY SCH. BRAZIL PARK
0301B0186,THE LORDS PENTECOSTAL CHURCH. AYIGBE TOWN
0301B0187,FORMER TEGRITOL GIFT SHOP AYIGBE TOWN (1)
,
0301B0188,PENTECOSTAL ACADEMY MPOASE (1)
0301B0189,GLEFE MOSQUE GLEFE
0301B0190,CALVARY PRIMARY SCHOOL MPOASE
0301B0191,WONDERFUL SALVATION HEALING CHURCH SHIABU
0301B0192,FAVOUR PREP SCHOOL SHIABU
0301B0193,GBEGBE JHS NO 1 DANSOMAN
0301B0194,APOSTOLIC CHURCH OF GHANA GLEFE
,
0301B0195,EDDELY INTERNATIONAL SCH. ZONE 6 AGEGE (1)
0301B0196,CALVARY WISDOM ACADEMY. AGEGE MAMPONSE
0301B0197,SAVIOUR INTERNATIONAL JHS. AHAWOSO WO DEA
0301B0198,"ST. MARK NURSERY, AGEGE TROTRO STATION"
0301B0199,FAITH EVANGELICAL CHURCH. SHIABU (1)
0301B0200,RICHES OF GLORY ACADEMY. SHIABU
,
0301B0201,METH PRIM SCH NO.1 DANSOMAN
0301B0202,GA MANYE PALACE DANSOMAN
0301B0203,ASSEMBLIES OF GOD CHURCH EXHIBITION DANSOMAN
0301B0204,STAR OF THE SEA SECRETARIAT DANSOMAN
0301B0205,APOSTOLIC CHURCH OF GHANA DANSOMAN
0301B0206,RICHLAND NURSERY SCH OPETEKWEI
0301B0207,DANSOMAN SHS DANSOMAN
0301B0208,I C G C. DANSOMAN
0301B0209,EBENEZER SHS DANSOMAN
,
0301B0210,DATUS SCH COMPLEX DANSOMAN
0301B0211,AIPHA BETA LEARNING CENTRE DANSOMAN
0301B0212,EXTRA MURAL ACADEMY DANSOMAN
0301B0213,EXTRA MURAL ACADEMY DANSOMAN
0301B0214,DANSOMAN POLICE STATION (1) DANSOMAN
0301B0215,ISLAMIC EDUCATIONAL SCH TUNGA
0301B0216,S.W.A.G CLUB HOUSE DANSOMAN (1)
0301B0217,1and2 PRIMARY SCHOOL DANSOMAN (1)
0301B0218,1and2 JHS DANSOMAN
0301B0219,JESUS IS ALIVE SCH DANSOMAN
,
0301B0220,BISHOP JOHN DALLY DANSOMAN
0301B0221,HOME CARE NURSERY DANSOMAN (1)
0301B0222,RISS MEMORIAL SCH ANNEX DANSOMAN
0301B0223,PRESBYTERIAN CHURCH DANSOMAN
0301B0224,TRINITY NURSING and CRECHE DANSOMAN
0301B0225,FULL OF GRACE EARLY CHILDHOOD DANSOMAN
0301B0226,DR. OPOKU WARE DANSOMAN
0301B0227,ST. BERNADETTE PREP SCH DANSOMAN
0301B0228,CHRISTIAN HOME PREP DANSOMAN (1)
0301B0229,METHODIST CHURCH DANSOMAN
0301B0230,MOST HOLY HEART SCH DANSOMAN (1)
0301B0231,MARTIN DE PORRES PREP SCH DANSOMAN
0301B0232,MATAHEKO 1and2 PRIM SCH (1) MATAHEKO
0306B0001,KASSEH J H S1
0306B0002,KASSEH CLINIC
0306B0003,D/C PRIMARY ASIGBEKOPE
0306B0004,J H S BEDEKU
0306B0005,KUNYENYA MAKPEHE
0306B0006,PRESBY PRIMARY KAJANYA 1
0306B0007,R C PRIMARY TODJE
0306B0008,D/C PRIMARY KUNGMOR
0306B0009,PRESBY PRIMARY DOGO
0306B0010,DORGUAM PRIMARY SCHOOL
0306B0011,D C PRIMARY KORPEHEM
0306B0012,GBATANA SCHOOL
0306B0013,D C PRIMARY ATORTORKOPE
0306B0014,JHS GORM
0306B0015,D C PRIMARY PEDIATORKOPE
0306B0016,PRESBY BOYS BOARDING BIG-ADA
0306B0017,MORMORTSONYA BIG ADA
0306B0018,TRADITIONAL COUNCIL BIG - ADA
0306B0019,LENOBINYA BIG ADA
0306B0020,D C PRIMARY BIG - ADA
0306B0021,D C PRIMARY LUHUESE
0306B0022,EDUCATION OFFICE ADA - FOAH
0306B0023,"OLD MARKET, ADA - FOAH"
0306B0024,"R C PRIMARY SCHOOL, ADA - FOAH"
0306B0025,AZIZANYA PRIMARY SCHOOL
0306B0026,"METHODIST J H S, ADA - FOAH"
0306B0027,D C PRIMARY AZIZAKPE
0306B0028,"THE MOSQUE, ADA - FOAH"
0306B0029,D/C PRIMARY TOTIMEKOPE 1
0306B0030,OTROKPE D C PRIMARY SCHOOL
0306B0031,D C PRIMARY ANYAKPOR
0306B0032,D C PRIMARY ALAVANYO
0306B0033,PUTE J H S 1
0306B0034,TOTOPE PRIMARY SCHOOL
0310A0001,"ROYAL PREP. SCHOOL, LA"
0310A0002,TENASHIE JHS (NO. 1) LA
0310A0003,"REMAND and PROBATION HOME, GIRLS SCH. LA"
0310A0004,"SOCIAL WELFARE SCHOOL, LA"
0310A0005,OSU HOME JHS LA
0310A0006,SOUTH LA ESTATE DAY CARE CENTRE LA
0310A0007,MAALE DADA JHS
0310A0008,ANGLICAN JHS LA
0310A0009,LA OLYMPIA CINEMA
0310A0010,ATAA KWABENA AGNOO EPP HOLYWOOD LA
